product_name,price,category,units_sold,stock_after,date,store_id,store_location,promotion_active,holiday,local_event
Manzanas Fuji,3.59,Frutas y Verduras,5,28,2024-12-02,S040,Sevilla,0,Sin Festivo,Sin Evento
Cerveza Lager,11.12,Bebidas,0,177,2024-10-26,S012,Murcia,0,Sin Festivo,Sin Evento
Aceite de Oliva,3.17,Alimentación,3,16,2025-06-24,S027,Zaragoza,0,Sin Festivo,Sin Evento
Yogur Natural,1.92,Lácteos,7,0,2024-09-21,S004,Murcia,1,Sin Festivo,Sin Evento
Pan de Molde,1.67,Panadería,3,22,2025-08-29,S039,Málaga,1,Sin Festivo,Sin Evento
Aceite de Oliva,8.44,Alimentación,1,100,2025-05-07,S012,Málaga,0,Sin Festivo,Sin Evento
Pasta Italiana,7.48,Alimentación,6,166,2024-09-22,S001,Sevilla,0,Sin Festivo,Sin Evento
Helado de Vainilla,4.75,Congelados,5,119,2025-05-08,S021,Palma de Mallorca,0,Sin Festivo,Sin Evento
Leche Entera,1.26,Lácteos,7,73,2025-10-12,S047,Madrid,1,Fiesta Nacional de España,Sin Evento
Pan de Molde,2.46,Panadería,7,46,2025-08-24,S013,Barcelona,0,Sin Festivo,Sin Evento
Aceite de Oliva,4.45,Alimentación,2,72,2024-04-02,S018,Murcia,0,Sin Festivo,Sin Evento
Detergente Líquido,2.26,Limpieza,0,45,2024-08-25,S021,Murcia,0,Sin Festivo,Sin Evento
Leche Entera,1.67,Lácteos,1,52,2024-08-11,S005,Palma de Mallorca,0,Sin Festivo,Sin Evento
Pollo Fresco,12.05,Carnes,3,95,2025-04-04,S042,Zaragoza,1,Sin Festivo,Sin Evento
Turrón de Almendras,21.59,Alimentación (Navidad),4,20,2025-03-07,S007,Palma de Mallorca,1,Sin Festivo,Sin Evento
Detergente Líquido,3.07,Limpieza,7,106,2024-10-07,S017,Bilbao,0,Sin Festivo,Sin Evento
Protector Solar,2.94,Cuidado Personal,30,3,2024-03-17,S037,Murcia,1,Sin Festivo,Sin Evento
Manzanas Fuji,1.14,Frutas y Verduras,17,31,2024-11-02,S009,Barcelona,1,Sin Festivo,Sin Evento
Paraguas,10.25,Hogar,0,16,2025-03-25,S039,Málaga,0,Sin Festivo,Sin Evento
Cerveza Lager,5.93,Bebidas,1,91,2024-06-07,S035,Bilbao,1,Sin Festivo,Sin Evento
Helado de Vainilla,2.78,Congelados,3,29,2025-07-29,S012,Madrid,0,Sin Festivo,Sin Evento
Helado de Vainilla,2.5,Congelados,5,15,2024-11-17,S030,Palma de Mallorca,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,0.65,Bebidas,9,81,2025-02-14,S050,Valencia,1,Sin Festivo,Evento Deportivo Importante
Vino Tinto Rioja,5.32,Bebidas,9,20,2025-04-28,S046,Zaragoza,0,Sin Festivo,Sin Evento
Pan de Molde,1.27,Panadería,7,19,2025-10-05,S013,Alicante,1,Sin Festivo,Sin Evento
Protector Solar,13.42,Cuidado Personal,0,13,2024-10-05,S009,Bilbao,1,Sin Festivo,Sin Evento
Pan de Molde,0.99,Panadería,7,41,2025-03-27,S011,Murcia,0,Sin Festivo,Sin Evento
Pollo Fresco,3.21,Carnes,8,69,2024-05-03,S032,Sevilla,1,Sin Festivo,Sin Evento
Turrón de Almendras,8.39,Alimentación (Navidad),1,60,2024-10-22,S048,Zaragoza,0,Sin Festivo,Sin Evento
Cerveza Lager,9.75,Bebidas,0,139,2024-02-19,S003,Barcelona,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,6.76,Bebidas,4,88,2025-07-19,S024,Barcelona,1,Sin Festivo,Sin Evento
Protector Solar,9.94,Cuidado Personal,2,66,2025-06-24,S008,Barcelona,0,Sin Festivo,Sin Evento
Pasta Italiana,8.77,Alimentación,2,64,2025-11-03,S020,Palma de Mallorca,0,Sin Festivo,Sin Evento
Detergente Líquido,4.91,Limpieza,3,163,2024-07-14,S033,Zaragoza,0,Sin Festivo,Sin Evento
Leche Entera,3.1,Lácteos,0,0,2024-09-09,S019,Bilbao,0,Sin Festivo,Sin Evento
Detergente Líquido,2.46,Limpieza,8,13,2025-12-23,S017,Madrid,0,Sin Festivo,Sin Evento
Pan de Molde,2.15,Panadería,2,0,2025-04-18,S012,Palma de Mallorca,1,Viernes Santo,Sin Evento
Yogur Natural,0.97,Lácteos,5,77,2025-08-11,S040,Murcia,0,Sin Festivo,Sin Evento
Pan de Molde,1.6,Panadería,1,42,2024-11-27,S033,Valencia,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,10.4,Bebidas,1,2,2025-05-19,S026,Zaragoza,0,Sin Festivo,Sin Evento
Aceite de Oliva,6.31,Alimentación,3,15,2024-02-20,S034,Madrid,0,Sin Festivo,Sin Evento
Pollo Fresco,12.87,Carnes,2,17,2024-01-17,S002,Barcelona,0,Sin Festivo,Sin Evento
Yogur Natural,2.81,Lácteos,0,80,2024-12-27,S048,Palma de Mallorca,0,Sin Festivo,Sin Evento
Cerveza Lager,6.11,Bebidas,25,85,2024-10-26,S026,Málaga,1,Sin Festivo,Feria Local
Papel Higiénico,5.99,Higiene,2,52,2025-09-19,S032,Palma de Mallorca,0,Sin Festivo,Sin Evento
Pan de Molde,2.86,Panadería,2,39,2025-09-18,S032,Málaga,0,Sin Festivo,Sin Evento
Pollo Fresco,4.55,Carnes,7,0,2024-06-15,S005,Bilbao,1,Sin Festivo,Feria Local
Manzanas Fuji,5.37,Frutas y Verduras,6,61,2024-04-27,S033,Valencia,0,Sin Festivo,Sin Evento
Manzanas Fuji,2.9,Frutas y Verduras,5,147,2025-10-10,S001,Madrid,1,Sin Festivo,Sin Evento
Cerveza Lager,10.14,Bebidas,1,183,2024-10-16,S050,Murcia,0,Sin Festivo,Sin Evento
Protector Solar,6.67,Cuidado Personal,5,38,2024-05-15,S033,Palma de Mallorca,0,Sin Festivo,Mercado Semanal
Pollo Fresco,9.08,Carnes,3,50,2025-04-14,S005,Bilbao,0,Sin Festivo,Sin Evento
Manzanas Fuji,5.24,Frutas y Verduras,3,88,2025-06-04,S011,Valencia,0,Sin Festivo,Festival de Música
Protector Solar,8.5,Cuidado Personal,4,14,2024-04-03,S028,Barcelona,0,Sin Festivo,Sin Evento
Pan de Molde,2.93,Panadería,2,15,2024-09-09,S045,Madrid,0,Sin Festivo,Sin Evento
Aceite de Oliva,0.92,Alimentación,4,0,2024-05-17,S010,Valencia,1,Sin Festivo,Sin Evento
Yogur Natural,0.75,Lácteos,2,38,2024-01-20,S050,Bilbao,0,Sin Festivo,Sin Evento
Aceite de Oliva,7.25,Alimentación,3,2,2024-05-21,S040,Madrid,0,Sin Festivo,Sin Evento
Papel Higiénico,5.24,Higiene,0,17,2024-09-27,S016,Valencia,0,Sin Festivo,Sin Evento
Cerveza Lager,5.24,Bebidas,4,120,2025-09-17,S034,Bilbao,0,Sin Festivo,Sin Evento
Yogur Natural,0.98,Lácteos,6,9,2024-04-17,S023,Málaga,0,Sin Festivo,Sin Evento
Pan de Molde,0.43,Panadería,3,26,2025-01-12,S001,Valencia,1,Sin Festivo,Sin Evento
Paraguas,6.01,Hogar,4,36,2025-03-10,S033,Sevilla,0,Sin Festivo,Sin Evento
Detergente Líquido,1.84,Limpieza,3,162,2025-07-25,S044,Alicante,1,Sin Festivo,Sin Evento
Yogur Natural,1.81,Lácteos,7,106,2025-01-13,S046,Madrid,0,Sin Festivo,Sin Evento
Yogur Natural,2.65,Lácteos,5,40,2024-12-25,S007,Valencia,0,Navidad,Sin Evento
Turrón de Almendras,15.95,Alimentación (Navidad),3,19,2025-09-24,S026,Barcelona,0,Sin Festivo,Sin Evento
Paraguas,14.04,Hogar,5,43,2024-06-09,S013,Palma de Mallorca,1,Sin Festivo,Sin Evento
Paraguas,9.04,Hogar,3,33,2025-09-24,S035,Málaga,0,Sin Festivo,Sin Evento
Yogur Natural,0.78,Lácteos,25,14,2025-10-04,S045,Palma de Mallorca,1,Sin Festivo,Sin Evento
Protector Solar,6.58,Cuidado Personal,2,62,2024-07-30,S039,Bilbao,0,Sin Festivo,Evento Deportivo Importante
Protector Solar,12.47,Cuidado Personal,1,48,2024-04-01,S024,Madrid,0,Sin Festivo,Sin Evento
Pasta Italiana,2.61,Alimentación,9,57,2025-06-26,S039,Valencia,0,Sin Festivo,Sin Evento
Pasta Italiana,2.44,Alimentación,3,72,2025-09-16,S031,Madrid,0,Sin Festivo,Sin Evento
Pan de Molde,1.43,Panadería,3,33,2024-07-19,S030,Murcia,0,Sin Festivo,Sin Evento
Aceite de Oliva,9.09,Alimentación,1,82,2024-11-17,S019,Palma de Mallorca,1,Sin Festivo,Sin Evento
Yogur Natural,0.51,Lácteos,12,39,2025-06-07,S043,Zaragoza,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,6.68,Bebidas,2,25,2024-07-19,S045,Barcelona,1,Sin Festivo,Sin Evento
Leche Entera,1.36,Lácteos,4,7,2024-09-23,S014,Valencia,0,Sin Festivo,Sin Evento
Cerveza Lager,6.79,Bebidas,2,51,2024-03-09,S013,Madrid,0,Sin Festivo,Sin Evento
Manzanas Fuji,2.9,Frutas y Verduras,24,66,2025-09-28,S001,Valencia,1,Sin Festivo,Sin Evento
Cerveza Lager,7.61,Bebidas,3,31,2025-12-17,S031,Barcelona,0,Sin Festivo,Sin Evento
Pollo Fresco,5.51,Carnes,11,88,2025-03-02,S022,Málaga,1,Sin Festivo,Sin Evento
Detergente Líquido,1.12,Limpieza,2,0,2025-11-22,S044,Bilbao,1,Sin Festivo,Sin Evento
Pollo Fresco,3.88,Carnes,3,0,2025-10-16,S036,Sevilla,0,Sin Festivo,Sin Evento
Papel Higiénico,5.87,Higiene,0,14,2025-01-23,S003,Palma de Mallorca,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,3.14,Bebidas,3,0,2024-10-24,S041,Zaragoza,0,Sin Festivo,Sin Evento
Papel Higiénico,3.55,Higiene,2,2,2025-06-26,S048,Madrid,0,Sin Festivo,Sin Evento
Leche Entera,3.45,Lácteos,0,33,2024-02-04,S018,Sevilla,0,Sin Festivo,Sin Evento
Paraguas,12.6,Hogar,10,3,2025-04-20,S025,Palma de Mallorca,1,Sin Festivo,Sin Evento
Detergente Líquido,3.14,Limpieza,3,86,2025-01-20,S032,Bilbao,0,Sin Festivo,Sin Evento
Yogur Natural,2.49,Lácteos,7,111,2024-02-11,S005,Málaga,0,Sin Festivo,Sin Evento
Paraguas,18.31,Hogar,0,19,2025-07-17,S007,Barcelona,0,Sin Festivo,Sin Evento
Aceite de Oliva,8.74,Alimentación,7,101,2024-09-28,S042,Alicante,1,Sin Festivo,Sin Evento
Pasta Italiana,1.86,Alimentación,7,37,2024-10-01,S020,Sevilla,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,2.43,Bebidas,22,22,2024-05-04,S043,Sevilla,1,Sin Festivo,Concierto Grande
Detergente Líquido,4.73,Limpieza,1,156,2024-11-11,S050,Valencia,0,Sin Festivo,Sin Evento
Detergente Líquido,6.23,Limpieza,1,7,2024-07-14,S024,Barcelona,0,Sin Festivo,Sin Evento
Papel Higiénico,1.97,Higiene,3,31,2024-07-28,S008,Málaga,0,Sin Festivo,Sin Evento
Detergente Líquido,7.19,Limpieza,0,35,2024-12-13,S022,Murcia,1,Sin Festivo,Sin Evento
Turrón de Almendras,13.3,Alimentación (Navidad),0,12,2024-05-23,S048,Palma de Mallorca,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,8.01,Bebidas,2,21,2025-10-27,S036,Murcia,0,Sin Festivo,Sin Evento
Leche Entera,3.4,Lácteos,1,54,2024-09-06,S014,Bilbao,0,Sin Festivo,Sin Evento
Detergente Líquido,7.47,Limpieza,0,94,2024-10-07,S018,Madrid,0,Sin Festivo,Sin Evento
Turrón de Almendras,23.55,Alimentación (Navidad),1,52,2025-09-23,S007,Palma de Mallorca,0,Sin Festivo,Sin Evento
Protector Solar,12.56,Cuidado Personal,1,17,2024-11-13,S035,Palma de Mallorca,0,Sin Festivo,Sin Evento
Aceite de Oliva,3.46,Alimentación,3,18,2024-01-15,S031,Zaragoza,0,Sin Festivo,Sin Evento
Yogur Natural,1.85,Lácteos,5,34,2025-06-18,S046,Barcelona,0,Sin Festivo,Sin Evento
Pollo Fresco,10.72,Carnes,2,84,2024-10-04,S016,Málaga,0,Sin Festivo,Sin Evento
Paraguas,12.23,Hogar,2,36,2024-08-09,S012,Palma de Mallorca,1,Sin Festivo,Sin Evento
Pasta Italiana,3.88,Alimentación,4,97,2024-04-12,S034,Sevilla,0,Sin Festivo,Sin Evento
Protector Solar,5.16,Cuidado Personal,6,38,2025-09-11,S014,Alicante,0,Sin Festivo,Sin Evento
Leche Entera,0.73,Lácteos,7,57,2025-07-06,S010,Málaga,1,Sin Festivo,Sin Evento
Turrón de Almendras,23.84,Alimentación (Navidad),1,9,2025-11-10,S043,Murcia,0,Sin Festivo,Sin Evento
Cerveza Lager,2.34,Bebidas,12,169,2025-05-27,S010,Málaga,0,Sin Festivo,Sin Evento
Leche Entera,1.25,Lácteos,8,46,2025-05-04,S018,Zaragoza,1,Sin Festivo,Sin Evento
Helado de Vainilla,1.14,Congelados,12,41,2025-04-25,S046,Málaga,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,8.66,Bebidas,10,19,2025-12-07,S048,Palma de Mallorca,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,4.0,Bebidas,1,44,2024-11-28,S031,Barcelona,0,Sin Festivo,Sin Evento
Manzanas Fuji,2.94,Frutas y Verduras,5,143,2024-12-18,S031,Murcia,0,Sin Festivo,Sin Evento
Manzanas Fuji,3.85,Frutas y Verduras,1,140,2025-04-28,S008,Zaragoza,0,Sin Festivo,Sin Evento
Protector Solar,11.98,Cuidado Personal,0,70,2024-12-31,S044,Málaga,0,Sin Festivo,Sin Evento
Pan de Molde,2.16,Panadería,4,0,2024-07-20,S017,Zaragoza,1,Sin Festivo,Sin Evento
Turrón de Almendras,22.99,Alimentación (Navidad),3,20,2024-05-24,S025,Murcia,0,Sin Festivo,Sin Evento
Cerveza Lager,9.46,Bebidas,1,16,2024-03-12,S009,Zaragoza,0,Sin Festivo,Sin Evento
Pollo Fresco,6.04,Carnes,8,33,2025-01-23,S012,Málaga,0,Sin Festivo,Sin Evento
Manzanas Fuji,5.01,Frutas y Verduras,0,39,2025-02-19,S044,Zaragoza,0,Sin Festivo,Sin Evento
Cerveza Lager,6.47,Bebidas,4,52,2024-05-03,S037,Zaragoza,1,Sin Festivo,Sin Evento
Turrón de Almendras,10.13,Alimentación (Navidad),5,8,2024-07-10,S050,Alicante,0,Sin Festivo,Sin Evento
Pan de Molde,0.97,Panadería,12,38,2025-01-25,S017,Murcia,1,Sin Festivo,Sin Evento
Aceite de Oliva,1.14,Alimentación,0,98,2025-09-22,S034,Valencia,0,Sin Festivo,Sin Evento
Leche Entera,2.71,Lácteos,2,10,2024-10-22,S005,Valencia,0,Sin Festivo,Sin Evento
Aceite de Oliva,4.57,Alimentación,9,3,2025-04-26,S026,Murcia,0,Sin Festivo,Sin Evento
Pollo Fresco,9.04,Carnes,2,20,2025-05-05,S020,Zaragoza,0,Sin Festivo,Sin Evento
Pasta Italiana,3.56,Alimentación,5,142,2024-05-22,S022,Valencia,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,5.23,Bebidas,0,104,2024-08-12,S035,Bilbao,0,Sin Festivo,Sin Evento
Yogur Natural,1.56,Lácteos,4,76,2024-01-07,S002,Bilbao,1,Sin Festivo,Sin Evento
Detergente Líquido,2.69,Limpieza,14,99,2025-06-07,S040,Sevilla,1,Sin Festivo,Sin Evento
Aceite de Oliva,1.65,Alimentación,3,65,2024-10-11,S012,Bilbao,0,Sin Festivo,Sin Evento
Detergente Líquido,3.48,Limpieza,0,6,2024-10-09,S012,Valencia,0,Día de la Comunidad Valenciana,Sin Evento
Paraguas,5.68,Hogar,1,26,2025-04-25,S024,Valencia,0,Sin Festivo,Sin Evento
Leche Entera,3.45,Lácteos,0,57,2025-05-02,S041,Palma de Mallorca,0,Sin Festivo,Sin Evento
Papel Higiénico,1.02,Higiene,10,0,2024-04-27,S039,Madrid,1,Sin Festivo,Sin Evento
Pollo Fresco,9.96,Carnes,1,37,2025-01-05,S015,Murcia,0,Sin Festivo,Sin Evento
Paraguas,6.92,Hogar,1,0,2025-08-04,S004,Murcia,0,Sin Festivo,Sin Evento
Papel Higiénico,5.41,Higiene,0,34,2025-07-05,S009,Madrid,0,Sin Festivo,Sin Evento
Protector Solar,14.44,Cuidado Personal,0,24,2024-03-20,S007,Alicante,0,Sin Festivo,Sin Evento
Manzanas Fuji,0.92,Frutas y Verduras,4,139,2025-05-30,S032,Madrid,1,Sin Festivo,Sin Evento
Detergente Líquido,3.1,Limpieza,1,139,2025-04-06,S003,Zaragoza,1,Sin Festivo,Sin Evento
Paraguas,16.97,Hogar,2,5,2025-07-15,S039,Sevilla,0,Sin Festivo,Sin Evento
Papel Higiénico,1.36,Higiene,0,80,2024-05-22,S031,Bilbao,0,Sin Festivo,Sin Evento
Helado de Vainilla,3.15,Congelados,6,141,2024-03-16,S039,Murcia,1,Sin Festivo,Sin Evento
Pasta Italiana,6.0,Alimentación,0,121,2024-06-11,S019,Alicante,0,Sin Festivo,Sin Evento
Papel Higiénico,4.52,Higiene,0,21,2025-10-06,S048,Murcia,0,Sin Festivo,Sin Evento
Yogur Natural,1.26,Lácteos,7,109,2024-01-10,S020,Palma de Mallorca,0,Sin Festivo,Sin Evento
Helado de Vainilla,6.41,Congelados,4,47,2025-08-07,S007,Palma de Mallorca,0,Sin Festivo,Sin Evento
Cerveza Lager,6.84,Bebidas,2,177,2025-10-22,S009,Sevilla,0,Sin Festivo,Sin Evento
Leche Entera,2.02,Lácteos,7,0,2025-02-26,S009,Zaragoza,0,Sin Festivo,Sin Evento
Turrón de Almendras,8.35,Alimentación (Navidad),11,0,2024-06-09,S019,Málaga,0,Sin Festivo,Sin Evento
Protector Solar,3.2,Cuidado Personal,0,40,2024-04-01,S048,Alicante,0,Sin Festivo,Sin Evento
Yogur Natural,2.36,Lácteos,1,102,2024-02-14,S026,Palma de Mallorca,0,Sin Festivo,Sin Evento
Turrón de Almendras,15.27,Alimentación (Navidad),7,9,2025-09-21,S030,Alicante,1,Sin Festivo,Sin Evento
Detergente Líquido,4.49,Limpieza,8,115,2024-04-07,S022,Madrid,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,3.5,Bebidas,8,84,2024-03-11,S018,Palma de Mallorca,0,Sin Festivo,Sin Evento
Aceite de Oliva,2.0,Alimentación,5,54,2024-12-17,S011,Barcelona,0,Sin Festivo,Sin Evento
Helado de Vainilla,6.28,Congelados,0,139,2024-08-07,S035,Valencia,0,Sin Festivo,Sin Evento
Papel Higiénico,2.62,Higiene,4,56,2025-01-02,S029,Valencia,0,Sin Festivo,Sin Evento
Cerveza Lager,11.87,Bebidas,0,4,2025-09-18,S009,Palma de Mallorca,0,Sin Festivo,Sin Evento
Manzanas Fuji,4.32,Frutas y Verduras,1,10,2024-10-17,S002,Palma de Mallorca,0,Sin Festivo,Sin Evento
Paraguas,13.44,Hogar,1,20,2024-09-08,S009,Sevilla,0,Sin Festivo,Sin Evento
Manzanas Fuji,2.79,Frutas y Verduras,5,65,2024-09-14,S045,Barcelona,1,Sin Festivo,Sin Evento
Pollo Fresco,14.12,Carnes,1,83,2025-07-21,S033,Palma de Mallorca,0,Sin Festivo,Sin Evento
Yogur Natural,1.93,Lácteos,0,10,2025-06-18,S041,Málaga,0,Sin Festivo,Sin Evento
Helado de Vainilla,8.5,Congelados,3,23,2025-06-19,S031,Murcia,0,Sin Festivo,Sin Evento
Protector Solar,12.35,Cuidado Personal,2,63,2025-04-03,S031,Sevilla,0,Sin Festivo,Sin Evento
Paraguas,15.35,Hogar,1,1,2024-08-21,S022,Valencia,0,Sin Festivo,Sin Evento
Manzanas Fuji,2.76,Frutas y Verduras,4,159,2024-02-28,S006,Zaragoza,0,Sin Festivo,Mercado Semanal
Detergente Líquido,2.98,Limpieza,10,58,2024-11-16,S047,Bilbao,0,Sin Festivo,Sin Evento
Paraguas,16.27,Hogar,0,15,2025-02-06,S035,Murcia,0,Sin Festivo,Sin Evento
Pan de Molde,2.05,Panadería,4,39,2024-10-24,S029,Madrid,0,Sin Festivo,Sin Evento
Leche Entera,1.15,Lácteos,6,43,2024-04-11,S031,Murcia,0,Sin Festivo,Sin Evento
Cerveza Lager,6.06,Bebidas,2,135,2025-11-26,S038,Alicante,0,Sin Festivo,Concierto Grande
Paraguas,11.13,Hogar,5,27,2024-10-25,S017,Málaga,0,Sin Festivo,Sin Evento
Pan de Molde,2.18,Panadería,4,23,2024-10-13,S040,Madrid,1,Sin Festivo,Sin Evento
Paraguas,10.17,Hogar,6,15,2025-09-04,S008,Murcia,0,Sin Festivo,Sin Evento
Papel Higiénico,2.98,Higiene,2,47,2025-04-29,S025,Murcia,0,Sin Festivo,Sin Evento
Helado de Vainilla,1.97,Congelados,9,35,2024-02-04,S043,Alicante,1,Sin Festivo,Sin Evento
Leche Entera,1.78,Lácteos,1,76,2025-08-24,S021,Madrid,0,Sin Festivo,Sin Evento
Pan de Molde,2.59,Panadería,0,20,2024-05-10,S036,Sevilla,0,Sin Festivo,Sin Evento
Pan de Molde,2.6,Panadería,0,17,2025-02-11,S040,Málaga,0,Sin Festivo,Sin Evento
Protector Solar,13.69,Cuidado Personal,4,22,2025-02-15,S032,Alicante,0,Sin Festivo,Sin Evento
Aceite de Oliva,9.08,Alimentación,2,109,2024-10-28,S003,Sevilla,0,Sin Festivo,Sin Evento
Aceite de Oliva,7.41,Alimentación,2,88,2024-05-23,S007,Alicante,0,Sin Festivo,Sin Evento
Detergente Líquido,2.93,Limpieza,7,159,2025-06-25,S047,Madrid,0,Sin Festivo,Sin Evento
Paraguas,14.79,Hogar,1,27,2025-09-25,S001,Barcelona,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,11.49,Bebidas,1,89,2025-08-09,S002,Sevilla,0,Sin Festivo,Sin Evento
Helado de Vainilla,4.2,Congelados,4,148,2024-09-30,S046,Madrid,0,Sin Festivo,Sin Evento
Papel Higiénico,2.75,Higiene,0,38,2024-01-25,S036,Palma de Mallorca,0,Sin Festivo,Sin Evento
Protector Solar,3.32,Cuidado Personal,12,25,2025-01-10,S027,Murcia,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,4.54,Bebidas,0,0,2024-10-30,S001,Bilbao,0,Sin Festivo,Sin Evento
Pan de Molde,2.84,Panadería,4,42,2024-01-18,S001,Zaragoza,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,6.81,Bebidas,6,24,2024-10-18,S042,Alicante,1,Sin Festivo,Sin Evento
Protector Solar,10.12,Cuidado Personal,5,34,2025-03-14,S047,Sevilla,0,Sin Festivo,Sin Evento
Pollo Fresco,11.7,Carnes,3,41,2024-04-15,S050,Barcelona,0,Sin Festivo,Sin Evento
Turrón de Almendras,9.93,Alimentación (Navidad),6,32,2025-10-01,S007,Murcia,0,Sin Festivo,Sin Evento
Paraguas,14.49,Hogar,0,14,2025-04-16,S031,Valencia,0,Sin Festivo,Sin Evento
Yogur Natural,1.02,Lácteos,8,88,2024-05-11,S035,Málaga,0,Sin Festivo,Sin Evento
Aceite de Oliva,6.41,Alimentación,1,33,2025-02-09,S004,Barcelona,0,Sin Festivo,Sin Evento
Manzanas Fuji,2.92,Frutas y Verduras,3,144,2025-11-27,S040,Sevilla,0,Sin Festivo,Sin Evento
Pan de Molde,0.55,Panadería,8,24,2025-10-24,S043,Palma de Mallorca,1,Sin Festivo,Sin Evento
Manzanas Fuji,2.33,Frutas y Verduras,5,17,2025-04-03,S016,Madrid,0,Sin Festivo,Sin Evento
Papel Higiénico,5.92,Higiene,0,21,2025-08-14,S021,Murcia,0,Sin Festivo,Sin Evento
Papel Higiénico,4.36,Higiene,2,77,2025-08-16,S031,Barcelona,0,Sin Festivo,Sin Evento
Papel Higiénico,1.47,Higiene,0,84,2024-11-13,S038,Madrid,0,Sin Festivo,Sin Evento
Pollo Fresco,5.88,Carnes,9,86,2024-05-19,S023,Alicante,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,7.7,Bebidas,6,92,2025-09-07,S022,Sevilla,1,Sin Festivo,Sin Evento
Pan de Molde,1.34,Panadería,3,9,2024-09-25,S012,Zaragoza,0,Sin Festivo,Sin Evento
Pollo Fresco,3.96,Carnes,1,76,2024-01-06,S021,Madrid,1,Reyes Magos,Sin Evento
Cerveza Lager,6.11,Bebidas,1,16,2024-02-28,S029,Alicante,0,Sin Festivo,Sin Evento
Pasta Italiana,1.58,Alimentación,4,45,2024-12-11,S045,Madrid,0,Sin Festivo,Sin Evento
Yogur Natural,2.89,Lácteos,2,92,2024-07-25,S020,Barcelona,0,Sin Festivo,Sin Evento
Helado de Vainilla,1.6,Congelados,6,65,2024-06-28,S038,Zaragoza,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,3.89,Bebidas,6,0,2024-01-20,S033,Murcia,1,Sin Festivo,Sin Evento
Manzanas Fuji,5.8,Frutas y Verduras,2,103,2024-02-06,S038,Alicante,0,Sin Festivo,Sin Evento
Turrón de Almendras,8.72,Alimentación (Navidad),7,40,2025-06-27,S013,Palma de Mallorca,1,Sin Festivo,Sin Evento
Aceite de Oliva,7.31,Alimentación,3,74,2024-08-10,S045,Barcelona,1,Sin Festivo,Sin Evento
Leche Entera,2.63,Lácteos,0,82,2024-12-23,S034,Palma de Mallorca,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,0.98,Bebidas,7,27,2024-04-17,S040,Málaga,0,Sin Festivo,Feria Local
Vino Tinto Rioja,6.8,Bebidas,0,88,2025-12-12,S008,Madrid,1,Sin Festivo,Sin Evento
Protector Solar,4.17,Cuidado Personal,10,8,2025-04-13,S001,Barcelona,1,Sin Festivo,Sin Evento
Detergente Líquido,1.67,Limpieza,7,122,2025-09-06,S016,Murcia,1,Sin Festivo,Sin Evento
Pan de Molde,2.25,Panadería,3,51,2025-10-01,S014,Málaga,0,Sin Festivo,Sin Evento
Turrón de Almendras,3.45,Alimentación (Navidad),2,11,2025-02-04,S025,Málaga,0,Sin Festivo,Sin Evento
Detergente Líquido,8.0,Limpieza,1,50,2024-09-04,S012,Barcelona,0,Sin Festivo,Sin Evento
Manzanas Fuji,3.2,Frutas y Verduras,8,0,2024-04-20,S002,Barcelona,0,Sin Festivo,Sin Evento
Manzanas Fuji,4.43,Frutas y Verduras,4,40,2024-03-27,S018,Madrid,0,Sin Festivo,Sin Evento
Pan de Molde,1.59,Panadería,3,14,2024-04-05,S004,Bilbao,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,10.6,Bebidas,2,101,2024-07-22,S041,Valencia,0,Sin Festivo,Sin Evento
Yogur Natural,1.52,Lácteos,5,15,2024-01-09,S028,Madrid,0,Sin Festivo,Sin Evento
Turrón de Almendras,16.14,Alimentación (Navidad),11,0,2025-01-11,S029,Madrid,1,Sin Festivo,Feria Local
Vino Tinto Rioja,8.28,Bebidas,2,99,2024-06-06,S030,Zaragoza,0,Sin Festivo,Sin Evento
Protector Solar,6.79,Cuidado Personal,0,5,2025-02-12,S044,Murcia,0,Sin Festivo,Sin Evento
Manzanas Fuji,5.95,Frutas y Verduras,0,138,2024-01-06,S025,Madrid,0,Reyes Magos,Sin Evento
Leche Entera,2.33,Lácteos,6,34,2024-09-13,S025,Sevilla,0,Sin Festivo,Sin Evento
Pasta Italiana,6.27,Alimentación,3,30,2025-02-04,S002,Alicante,0,Sin Festivo,Sin Evento
Pasta Italiana,0.67,Alimentación,5,167,2024-05-10,S020,Palma de Mallorca,0,Sin Festivo,Sin Evento
